postTitle,profileId,profileName,text,date,Social Media,Cash,CPF Medisave,Income Tax Rebate,CPF RA -SA,NS Credits,CDC Vouchers,U-Save Rebates,S&CC Rebates,Education/Training,Retrenchment,General 
"Finance Minister Lawrence Wong said the first S$300 can be expected to be distributed in June this year, and the other S$300 will come in Jan. 2025.
 
This is in addition to the S$500 in CDC vouchers that Singaporeans already received in 2024, which is valid until the end of the year. #SGBudget2024 

Photo from MCI Singapore/YouTube",pfbid029pzn96x3qiDnSXKHEhVx1asgjg3vHR6tiiBnwmm8EZhrDEq6f4gTroMvNvCL3TJYl,Kent Soh,Nam Kok Koo take so high salary. Solution only give vouchers. 😂 Primary school students also can do that,16/2/2024 16:16,Facebook,0,0,0,0,0,1,0,0,0,0,0
"Finance Minister Lawrence Wong said the first S$300 can be expected to be distributed in June this year, and the other S$300 will come in Jan. 2025.
 
This is in addition to the S$500 in CDC vouchers that Singaporeans already received in 2024, which is valid until the end of the year. #SGBudget2024 

Photo from MCI Singapore/YouTube",pfbid02MF2e8unwTQ7uNcG96STWyc9KXhM55P8yA3zmummxJiFd3X8mfwANgtpmQFnwkAySl,Nam Kok Koo,Kent Soh pattern more than 'badminton'😉,16/2/2024 16:13,Facebook,0,0,0,0,0,1,0,0,0,0,0
In light of cost of living concerns.,pfbid02KD5ii2gLpG1LzotG6836b6pnGispsQHYtGKGed9BrussmCTTjdRYpAm3oKbadh6jl,Thomas Ho,Omg $200. Must as well don’t give,16/2/2024 18:01,Facebook,1,0,0,0,0,0,0,0,0,0,0
In light of cost of living concerns.,pfbid0v4EZk2TXawGCPcWksPEEcGiU4rNGaE6tvNh8UvExGRYA9AuHSSjDazxpe3Z6WZSEl,Zai Yah Hou,"Income tax bands long overdue

Huat Arh naive 61.23%, SimplyGong",20/2/2024 13:34,Facebook,1,0,0,0,0,0,0,0,0,0,0
In light of cost of living concerns.,pfbid0C3eWZ4vitdbkHiJaNekggtCJuMPoX7t69TfCWuZGtYqwSmi6qzwnQMisqgxprpPjl,Rizal La Sial,200 only? Kiasu sia! 2k la atleast,16/2/2024 17:42,Facebook,1,0,0,0,0,0,0,0,0,0,0
In light of cost of living concerns.,pfbid02AXqnk8rrtdSNTQeqwi3dUveSdR5fF5x6GqKQRRJdZPAYsB43uqu7kZBH9J4SrUdbl,Don Malu Lah,$200. Haha u think i sit outside toilet collect 10cent sibo?? My income tax annually is the annual income of a secondary school teacher my dear.,17/2/2024 7:22,Facebook,1,0,0,0,0,0,0,0,0,0,0
In light of cost of living concerns.,pfbid02rLKo2topvcBYJgBPYrzAT1MXFsjjFiUz2CBXJcQkgKVGWWi3Lp8WaGTYtstvQEvEl,John CidSmith,Koh Ah Chwee you can get the $200?,17/2/2024 11:19,Facebook,1,0,0,0,0,0,0,0,0,0,0
In light of cost of living concerns.,pfbid02n8TZELV5sp4KnzvRneCgDdPQpF6BF8D4ZXU2wxhkaedXRN96qA5iPET3eh7A8CPQl,James Maximus,My goodness!!! $2k also not enough…$200!!!,16/2/2024 18:33,Facebook,1,0,0,0,0,0,0,0,0,0,0
In light of cost of living concerns.,pfbid02oevGjjTdhRuHKXh1w5UfgRdehTTR8SJE9yLTNWpLTGcCNSSfSBCKFzZiMBQJg6Xtl,Ber Rob,Thomas Ho lol how much u pay for tax every year😂,18/2/2024 18:06,Facebook,1,0,0,0,0,0,0,0,0,0,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid034w3qNwjrebkBx3m94nNgaHXc5xsdhHBMaPNUghMGAEF4URnDPZUbHz78Mu7uDt6fl,Wilson Tan,"When there's one party rule, similar to imperial china, the closest circle to the king will reap all the benefits & the link connected form the 2nd realm, very far down the food chains are like us, paid taxes etc and all policies are lopsided to sqeeze from the citizen. Their Lip service is we are here to serve the people with conviction and passion! Not even a genius to confirm they are multi-millionaires that made up this statistics (Well, not published).",26/2/2024 20:06,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,"We want our CPf to be withdrawn at age 55 ... Now many citizens already suffering.... many are becoming mentally disorders  .. CPf is our money, yet being control and policy changed  ....",25/2/2024 19:42,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02KoGJ6EGhZL4eWvsuKzu7vHkyTQs8SgG6PrQDHaa9b1GCtpvYx3E4bWiB8SuKDKmHl,Prince Little,Apparently they rubbed their shoulders with big bosses controlling the economy of this country and continue to ruin lives of everyone. Businesses owners find it hard to keep their businesses in a small and corroded country that constantly increases everything to satisfy their greed.,25/2/2024 23:30,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02GbVqwVU4Q8EmrYsvtWSo9Kd3koZaHKHByk9VAwGYsbFRiTfuqVvM8xCTLBq3PgHVl,Irene Lim,Nobody wants freebies or welfare $$ from the G if local singaporeans are gainfully employed with reasonable n not suppressed wages. Problem is so many locals are unemployed n there are more than a few hundred thousands foreigners working in sg on PMEs jobs.,26/2/2024 16:29,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid06XZ1Z3oHqkMVSEAy3afiYavQ3CUHXeyKSqawMBrbXYh7rfVXMyBzx1sJusTbJGyGl,Jon Ong,Tis ah wong cannot make it,26/2/2024 10:32,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,,25/2/2024 20:50,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02HSKE45qKP42NeeQk3ZsGqfiKgK8qKACC82QzqnVDV945CvXZwMC7T4gSaWQmDeTpl,Yusuf Aurum,Hinting price hike lah,26/2/2024 17:16,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02JbhRF8WGBixvTPyC8wCUJYM3ogi26reQHakxcfLhAmzQ6NzHVJvPMppuTGZ4GnrBl,Calvin Lee,no talking many many. payout more money,26/2/2024 3:20,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0tAoiAxDMMqqhzZdAYKHJbgG37HjajsBS3CWjSveGtcrrTFRMWdqozm3pGVbFyjEdl,Thomas Chew,,26/2/2024 10:04,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0sH9cfrarQ8KkhzMKdKN5hhNu6fhJFXtT3CcdxLhV6KKEuCTFFFuAMvR8KTydVttCl,Yap Jonathan,Hahahahaha. Welfare in Singapore? Please lah. Since when these donkeys got give welfare? Even the word welfare is in apostrophe.,26/2/2024 15:39,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02n8TZELV5sp4KnzvRneCgDdPQpF6BF8D4ZXU2wxhkaedXRN96qA5iPET3eh7A8CPQl,James Maximus,"MNCs, SMEs and retailers are abandoning Singapore to neighbouring countries… Malaysia, Thailand and Indonesia are reaping from our elites’s stupidity reforms!!! We pay millions for morons to cause us our happiness!!! Bribery, adultery, money laundering, cover up’s (Kom), raiding our tax money for Green initiatives is happening in Singapore !!! Cast the right votes!!!!",25/2/2024 19:27,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid03dv2wxHEnyiVEkJ1kn7aiTqNwgwncJL6xQcQg5C1EBqbvp3aW98Mq3cWFMAVL9EEl,Fel Mic,Just let us withdraw our CPF after the age of 55. Then most of us can retire peacefully...,27/2/2024 17:56,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0DkGHE5TDD9wVtVAKGDB4KCMDG8RboJzhUCSxeAd9vstjwyatHKrTSiAMh37JofYxl,Ditto Chan,James Maximusbunch of gold diggers!,26/2/2024 11:45,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,"James Maximus just ignore this SILLY, a PAP PAUL LAMPARD, who always think they are Saints.😊😊",26/2/2024 8:47,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0gRmhZt3gCy9zvqboto7rkAy6LGvULBT4914uhWrAZv3XjKTw4p1M3MKkyio88qLAl,Allan Lee,Alan Tan confirmed you're simply plpings,26/2/2024 0:08,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,"Alan Tan go home and sleep
You won't be ,nv will be a smart person when ur parents are not",25/2/2024 21:44,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02X4fjQnrHzT1n2pLCcuJTkLdfwHPFwULk5i7y9K2eSnXGT8PykcQdww5twkdvasVml,Bob Lincoln,James Maximus his parents mostly r jus ..dwellers ..smokers. poor guy,25/2/2024 21:35,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02X4fjQnrHzT1n2pLCcuJTkLdfwHPFwULk5i7y9K2eSnXGT8PykcQdww5twkdvasVml,Bob Lincoln,"Alan Tan hey jobless guy  , u need a doctor to examine ur health",25/2/2024 21:31,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02X4fjQnrHzT1n2pLCcuJTkLdfwHPFwULk5i7y9K2eSnXGT8PykcQdww5twkdvasVml,Bob Lincoln,Alan Tan u r an idiot from a pig fsrmer  family,25/2/2024 21:21,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02n8TZELV5sp4KnzvRneCgDdPQpF6BF8D4ZXU2wxhkaedXRN96qA5iPET3eh7A8CPQl,James Maximus,"Alan Tan Thats your standard… cursing, swearing and vulgarities.. like i said, what kind of parents will give birth to the same kind of children. 
Back at you and your mother!!!😂🤣😂😂🤣🤣",25/2/2024 20:29,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02n8TZELV5sp4KnzvRneCgDdPQpF6BF8D4ZXU2wxhkaedXRN96qA5iPET3eh7A8CPQl,James Maximus,"Alan Tan Dude, you’re from Nanyamg Academy of fine arts? People of your level wanna talk politics? Again proving your upbringing and academic achievements… no wonder wanna talk cock!!!🤣😂😂🤣🤣🤣 没教育， 没文化！😂🤣😂😂",25/2/2024 20:19,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02n8TZELV5sp4KnzvRneCgDdPQpF6BF8D4ZXU2wxhkaedXRN96qA5iPET3eh7A8CPQl,James Maximus,"Alan Tan Wow!!! YOU JUST PROVE THAT poor upbringing starts from your mother. Like what you said, GO TALK COCK somewhere else!!! Go talk cock with your mother, same class same upbringing…. 😂🤣😂😂🤣",25/2/2024 20:15,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02n8TZELV5sp4KnzvRneCgDdPQpF6BF8D4ZXU2wxhkaedXRN96qA5iPET3eh7A8CPQl,James Maximus,"Alan Tan like i said, it defines your POOR UPBRINGING!!! Your comment is questionable… using a word of your class, GO TALK COCK somewhere else!!! 有娘生没娘教!!!🤣😂😂🤣😂",25/2/2024 20:08,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02n8TZELV5sp4KnzvRneCgDdPQpF6BF8D4ZXU2wxhkaedXRN96qA5iPET3eh7A8CPQl,James Maximus,Alan Tan Confirmed you’re a moron. Your language defines your upbringing and intelligent…Sorry moron… go talk cock somewhere else!!!😂🤣😂😂,25/2/2024 19:56,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,Prince Little jackals n wolves govern;; common people suffer; Pitiful yah pitiful.😒😒😒😒😒,26/2/2024 8:50,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0sH9cfrarQ8KkhzMKdKN5hhNu6fhJFXtT3CcdxLhV6KKEuCTFFFuAMvR8KTydVttCl,Yap Jonathan,"Alan Tan So corruption isn't severe to you? No wonder you're a ahole PAP lackey d09. C'mon lah, you expect opposition to have accountability and integrity but not from your LJ PAP don keys who's the government?

Don't be so double standards lah, ahole PAP lackey d09.",26/2/2024 18:19,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0sH9cfrarQ8KkhzMKdKN5hhNu6fhJFXtT3CcdxLhV6KKEuCTFFFuAMvR8KTydVttCl,Yap Jonathan,"Alan Tan Lol. Please lah. You can condone their actions just because they're the government? How lowlife you can get? Where's the accountability and integrity? You're okay with it doesn't meant everybody is okay with it. 

If i am a retard, you must be a stupid idiot ahole PAP lackey d09.",26/2/2024 16:31,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0sH9cfrarQ8KkhzMKdKN5hhNu6fhJFXtT3CcdxLhV6KKEuCTFFFuAMvR8KTydVttCl,Yap Jonathan,Alan Tan Oh. But you would leave the country in the hand with a party with a corruption case? Please lah. Don't say as if your LJ PAP don keys are very clean.,26/2/2024 15:10,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,Ja Lee more non wp oppositions,26/2/2024 2:11,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid0gRmhZt3gCy9zvqboto7rkAy6LGvULBT4914uhWrAZv3XjKTw4p1M3MKkyio88qLAl,Allan Lee,Alan Tan your money or their hard earn money?,26/2/2024 0:07,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,Alan Tan rubbish u. Same as ur parents,25/2/2024 21:49,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Shawn Dan thanks,25/2/2024 21:28,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,Ja Lee I just reported his profile to spf,25/2/2024 21:26,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,"Alan Tan u argue with me, I will jus block u.",25/2/2024 21:13,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,That's u,25/2/2024 21:11,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,Only idiots will gamble off their money at dens,25/2/2024 21:11,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,Alan Tan how did u know All think they r smart,25/2/2024 21:10,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,Alan Tan no,25/2/2024 21:10,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Alan Tan Previously i voted for PAP but now after conversation with you and I will definitely Vote for the Opposition as you make me feel that you and your side are too arrogant...,25/2/2024 21:07,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Alan Tan do you think you are so great to Insults others  ??? Or becos you have high authority back up for you so that you can be so arrogant.... Hope that many citizens can see this posts ....,25/2/2024 21:03,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Alan Tan Good  👍,25/2/2024 20:36,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Alan Tan perhaps you should go back primary school to learn Again  .,25/2/2024 20:34,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,"Alan Tan maybe u go early to bed , and dream more better ...",25/2/2024 20:31,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,"Alan Tan you said , those I mentioned will waste it in no time ??? Are you god ???",25/2/2024 20:26,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,"Alan Tan wow , if you are so great ... why not you pay for those elderly who got Scam from their CPf account  ??? Are you ???",25/2/2024 20:25,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid02KniecT8vkeYh728KyFpzarRdPzyoFUcxW9xWW8Vr2iw2uNBiWNR9YpGVzyi863B9l,Andrew Chan,Ja Lee Following the master I give you a treat if you listen 😂,25/2/2024 20:23,Facebook,0,0,0,0,0,0,0,0,0,1,0
"It was only a brief mention in Lawrence Wong's Budget speech, but it was the most intriguing. What will the temporary financial support scheme look like? Our writer feels, to take a leaf out of Tony Blair's book, it will be ""tough on unemployment, tough on the causes of unemployment.""",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Andrew Chan oh .. hope for election faster come  ... thank you for supporting Opposition  ..well done 👏,25/2/2024 20:23,Facebook,0,0,0,0,0,0,0,0,0,1,0
